   6464.0000             101          13  9.99999975E-05  0.99989998    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.275413E-02   18.0063       1.86311       2.44172       1.74438       2.38823      0.118722      0.534970E-01   4.13261       1.01196      0.979725      0.901476      0.732428      0.507024    
  0.301984E-02   17.1205       1.79740       2.34357       1.67363       2.28670      0.123767      0.568674E-01   3.96033      0.974892      0.940986      0.864314      0.698738      0.481402    
  0.331118E-02   16.2567       1.73328       2.24757       1.60432       2.18721      0.128951      0.603607E-01   3.79153      0.938578      0.902959      0.827859      0.665746      0.456392    
  0.363064E-02   15.4314       1.67197       2.15538       1.53757       2.09130      0.134391      0.640783E-01   3.62887      0.903586      0.866188      0.792652      0.633989      0.432460    
  0.398091E-02   14.6409       1.61322       2.06665       1.47314       1.99862      0.140090      0.680229E-01   3.47176      0.869787      0.830549      0.758572      0.603348      0.409501    
  0.436498E-02   13.8706       1.55599       1.97994       1.41005       1.90784      0.145943      0.721032E-01   3.31789      0.836686      0.795574      0.725152      0.573362      0.387112    
  0.478610E-02   13.1445       1.50209       1.89770       1.34992       1.82119      0.152169      0.765073E-01   3.17111      0.805106      0.762049      0.693176      0.544812      0.365968    
  0.524785E-02   12.4408       1.44990       1.81775       1.29129       1.73665      0.158607      0.810938E-01   3.02795      0.774297      0.729261      0.661936      0.516996      0.345458    
  0.575415E-02   11.7606       1.39951       1.74020       1.23424       1.65433      0.165268      0.858719E-01   2.88857      0.744295      0.697246      0.631467      0.489949      0.325613    
  0.630929E-02   11.1192       1.35215       1.66667       1.17981       1.57567      0.172344      0.909999E-01   2.75548      0.715621      0.666514      0.602282      0.464187      0.306872    
  0.691799E-02   10.4946       1.30613       1.59490       1.12651       1.49861      0.179617      0.962911E-01   2.62512      0.687522      0.636342      0.573657      0.438988      0.288614    
  0.758542E-02   9.89917       1.26242       1.52620       1.07518       1.42433      0.187240      0.101871       2.49951      0.660412      0.607140      0.546004      0.414764      0.271190    
  0.831724E-02   9.33096       1.22091       1.46042       1.02568       1.35267      0.195232      0.107745       2.37836      0.634217      0.578852      0.519268      0.391465      0.254553    
  0.911966E-02   8.77659       1.18056       1.39613      0.977128       1.28235      0.203431      0.113784       2.25948      0.608488      0.551030      0.493000      0.368640      0.238318    
  0.999950E-02   8.24029       1.14189       1.33398      0.929840       1.21382      0.212050      0.120157       2.14366      0.583381      0.523835      0.467365      0.346459      0.222620    
  0.109642E-01   7.72636       1.10496       1.27416      0.884026       1.14744      0.220939      0.126724       2.03146      0.558986      0.497388      0.442482      0.325039      0.207568    
  0.120220E-01   7.24646       1.07078       1.21800      0.840468       1.08436      0.230308      0.133636       1.92483      0.535672      0.472092      0.418758      0.304796      0.193511    
  0.131819E-01   6.78830       1.03845       1.16427      0.798362       1.02345      0.240085      0.140827       1.82181      0.513031      0.447550      0.395797      0.285331      0.180100    
  0.144536E-01   6.35087       1.00791       1.11291      0.757632      0.964619      0.250277      0.148287       1.72225      0.491013      0.423736      0.373572      0.266619      0.167312    
  0.158481E-01   5.93203      0.978991       1.06367      0.718127      0.907682      0.260864      0.155988       1.62581      0.469534      0.400581      0.352016      0.248593      0.155085    
  0.173770E-01   5.53119      0.951651       1.01652      0.679798      0.852598      0.271852      0.163918       1.53240      0.448558      0.378073      0.331116      0.231241      0.143408    
  0.190535E-01   5.14940      0.925991      0.971586      0.642704      0.799506      0.283287      0.172080       1.44221      0.428087      0.356263      0.310925      0.214616      0.132319    
  0.208917E-01   4.78560      0.901921      0.928768      0.606759      0.748324      0.295161      0.180445       1.35508      0.408067      0.335122      0.291413      0.198692      0.121788    
  0.229073E-01   4.43804      0.879286      0.887868      0.571841      0.698896      0.307445      0.188972       1.27074      0.388428      0.314598      0.272530      0.183413      0.111767    
  0.251174E-01   4.10624      0.858039      0.848832      0.537906      0.651200      0.320133      0.197633       1.18911      0.369133      0.294686      0.254268      0.168773      0.102246    
  0.275406E-01   3.79127      0.838262      0.811786      0.505007      0.605392      0.333255      0.206394       1.11040      0.350176      0.275442      0.236686      0.154831      0.932639E-01
  0.301976E-01   3.49206      0.819841      0.776591      0.473063      0.561389      0.346777      0.215202       1.03445      0.331506      0.256841      0.219757      0.141557      0.847903E-01
  0.331110E-01   3.20721      0.802630      0.743067      0.441980      0.519069      0.360650      0.223998      0.961049      0.313073      0.238844      0.203441      0.128907      0.767848E-01
  0.363055E-01   2.93638      0.786568      0.711149      0.411729      0.478426      0.374840      0.232723      0.890154      0.294850      0.221451      0.187736      0.116879      0.692387E-01
  0.398081E-01   2.68067      0.771698      0.680921      0.382370      0.439635      0.389328      0.241286      0.822006      0.276833      0.204731      0.172712      0.105537      0.621920E-01
  0.436487E-01   2.43904      0.757876      0.652212      0.353843      0.402612      0.404033      0.249600      0.756455      0.258995      0.188660      0.158341      0.948477E-01  0.556118E-01
  0.478598E-01   2.21040      0.744958      0.624845      0.326091      0.367258      0.418867      0.257586      0.693349      0.241317      0.173205      0.144589      0.847739E-01  0.494637E-01
  0.524772E-01   1.99452      0.732850      0.598722      0.299112      0.333577      0.433739      0.265146      0.632688      0.223798      0.158376      0.131462      0.753134E-01  0.437392E-01
  0.575400E-01   1.79256      0.721521      0.573858      0.273005      0.301765      0.448516      0.272093      0.574770      0.206471      0.144252      0.119036      0.665345E-01  0.384766E-01
  0.630913E-01   1.60349      0.710789      0.550042      0.247744      0.271720      0.463045      0.278322      0.519464      0.189350      0.130803      0.107278      0.583948E-01  0.336388E-01
  0.691782E-01   1.42646      0.700486      0.527086      0.223320      0.243357      0.477166      0.283729      0.466677      0.172462      0.118004      0.961586E-01  0.508578E-01  0.291945E-01
  0.758523E-01   1.26127      0.690463      0.504854      0.199774      0.216678      0.490688      0.288176      0.416452      0.155857      0.105863      0.856812E-01  0.439175E-01  0.251331E-01
  0.831703E-01   1.10912      0.680542      0.483246      0.177283      0.191885      0.503259      0.291361      0.369167      0.139646      0.944704E-01  0.759274E-01  0.376366E-01  0.214870E-01
  0.911943E-01  0.968895      0.670486      0.462034      0.155851      0.168843      0.514636      0.293191      0.324694      0.123893      0.837812E-01  0.668487E-01  0.319577E-01  0.182130E-01
  0.999925E-01  0.837603      0.660082      0.440912      0.135295      0.147187      0.524787      0.293725      0.282483      0.108548      0.736593E-01  0.583088E-01  0.267470E-01  0.152193E-01
  0.109639      0.718482      0.649101      0.419912      0.116021      0.127328      0.533080      0.292584      0.243349      0.938885E-01  0.642758E-01  0.504654E-01  0.221328E-01  0.125871E-01
  0.120217      0.612311      0.637102      0.398807      0.982624E-01  0.109412      0.538840      0.289395      0.207675      0.801149E-01  0.557041E-01  0.433790E-01  0.181475E-01  0.103290E-01
  0.131815      0.516668      0.623801      0.377363      0.818976E-01  0.931192E-01  0.541904      0.284244      0.175017      0.672276E-01  0.478246E-01  0.369286E-01  0.146700E-01  0.836596E-02
  0.144533      0.431630      0.608729      0.355392      0.670805E-01  0.784793E-01  0.541649      0.276912      0.145560      0.553884E-01  0.406619E-01  0.311280E-01  0.116922E-01  0.668942E-02
  0.158477      0.356295      0.591546      0.332778      0.538122E-01  0.653687E-01  0.537734      0.267409      0.119181      0.446533E-01  0.341738E-01  0.259301E-01  0.915894E-02  0.526489E-02
  0.173766      0.290618      0.571680      0.309381      0.422173E-01  0.537997E-01  0.529463      0.255582      0.960170E-01  0.351636E-01  0.283779E-01  0.213412E-01  0.705374E-02  0.408059E-02
  0.190530      0.233604      0.548812      0.285184      0.322319E-01  0.436320E-01  0.516580      0.241552      0.758638E-01  0.269141E-01  0.232231E-01  0.173070E-01  0.531781E-02  0.310188E-02
  0.208912      0.185076      0.522339      0.260152      0.239153E-01  0.348584E-01  0.498423      0.225293      0.587738E-01  0.199878E-01  0.187185E-01  0.138255E-01  0.392750E-02  0.231449E-02
  0.229067      0.143976      0.492079      0.234407      0.171195E-01  0.273267E-01  0.474960      0.207081      0.444461E-01  0.142952E-01  0.148044E-01  0.108367E-01  0.282431E-02  0.168552E-02
  0.251167      0.110002      0.457563      0.208091      0.118135E-01  0.210107E-01  0.445749      0.187080      0.328242E-01  0.983315E-02  0.114804E-01  0.833074E-02  0.198039E-02  0.119957E-02
  0.275399      0.820889E-01  0.418945      0.181493      0.777185E-02  0.157516E-01  0.411173      0.165741      0.235234E-01  0.642978E-02  0.867964E-02  0.624453E-02  0.134208E-02  0.827409E-03
  0.301969      0.598450E-01  0.376181      0.154983      0.487817E-02  0.115057E-01  0.371303      0.143477      0.163839E-01  0.399701E-02  0.639083E-02  0.456074E-02  0.881159E-03  0.554153E-03
  0.331102      0.422604E-01  0.330005      0.129006      0.287155E-02  0.811414E-02  0.327134      0.120892      0.109857E-01  0.231849E-02  0.454219E-02  0.321610E-02  0.553059E-03  0.355842E-03
  0.363046      0.289021E-01  0.281166      0.104163      0.159250E-02  0.551768E-02  0.279573      0.986451E-01  0.711018E-02  0.125943E-02  0.311108E-02  0.218698E-02  0.333077E-03  0.219609E-03
  0.398071      0.188783E-01  0.231134      0.809645E-01  0.810042E-03  0.356379E-02  0.230324      0.774007E-01  0.437383E-02  0.621641E-03  0.202348E-02  0.141269E-02  0.188401E-03  0.127620E-03
  0.436476      0.115957E-01  0.181478      0.599781E-01  0.372033E-03  0.215762E-02  0.181106      0.578205E-01  0.252965E-02  0.274047E-03  0.123378E-02  0.855551E-03  0.979860E-04  0.682891E-04
  0.478586      0.672311E-02  0.134605      0.419584E-01  0.157025E-03  0.121972E-02  0.134448      0.407387E-01  0.137674E-02  0.109447E-03  0.701764E-03  0.483836E-03  0.475784E-04  0.341191E-04
  0.524759      0.357439E-02  0.926844E-01  0.272227E-01  0.591199E-04  0.626291E-03  0.926253E-01  0.265964E-01  0.685411E-03  0.384143E-04  0.362442E-03  0.248569E-03  0.207056E-04  0.152795E-04
  0.575386      0.169187E-02  0.577958E-01  0.159855E-01  0.194206E-04  0.283052E-03  0.577764E-01  0.157024E-01  0.302473E-03  0.116431E-04  0.164726E-03  0.112418E-03  0.777750E-05  0.590753E-05
  0.630897      0.681016E-03  0.314135E-01  0.818126E-02  0.532574E-05  0.107263E-03  0.314082E-01  0.807400E-02  0.112589E-03  0.295334E-05  0.627676E-04  0.426369E-04  0.237241E-05  0.185884E-05
  0.691764      0.215987E-03  0.139626E-01  0.342691E-02  0.110691E-05  0.314381E-04  0.139615E-01  0.339547E-02  0.325450E-04  0.578708E-06  0.184989E-04  0.125086E-04  0.528202E-06  0.430589E-06
  0.758504      0.454745E-04  0.446221E-02  0.103370E-02  0.131969E-06  0.600847E-05  0.446208E-02  0.102769E-02  0.614044E-05  0.668103E-07  0.355777E-05  0.239353E-05  0.651587E-07  0.571764E-07
  0.831682      0.480389E-05  0.793265E-03  0.174662E-03  0.524839E-08  0.548669E-06  0.793260E-03  0.174114E-03  0.553917E-06  0.262328E-08  0.326933E-06  0.218825E-06  0.262511E-08  0.291041E-08
  0.911920      0.925601E-07  0.334531E-04  0.712700E-05  -.336167E-10  0.813989E-08  0.334532E-04  0.711886E-05  0.810628E-08  -.169759E-10  0.488390E-08  0.325027E-08  -.166409E-10  0.572313E-11
  0.999900      0.728179E-14  0.924119E-11  0.212750E-11  -.687713E-17  0.978056E-16  0.924120E-11  0.212740E-11  0.909285E-16  -.345175E-17  0.602030E-16  0.389847E-16  -.342537E-17  -.138208E-17
