   8317.0000             101          13  9.99999975E-05  0.99989998    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.630945E-03   38.8126       3.39286       4.68365       3.33068       4.66355      0.621849E-01  0.201000E-01   7.99423       1.83836       1.82480       1.71975       1.49232       1.11900    
  0.691816E-03   37.1588       3.27503       4.51247       3.21023       4.49104      0.647984E-01  0.214299E-01   7.70127       1.77567       1.76130       1.65807       1.43456       1.07168    
  0.758561E-03   35.5422       3.15957       4.34467       3.09209       4.32186      0.674822E-01  0.228135E-01   7.41395       1.71417       1.69895       1.59753       1.37793       1.02537    
  0.831745E-03   33.9937       3.04849       4.18307       2.97819       4.15877      0.703008E-01  0.243006E-01   7.13696       1.65485       1.63874       1.53910       1.32335      0.980931    
  0.911989E-03   32.5015       2.94106       4.02663       2.86782       4.00074      0.732440E-01  0.258860E-01   6.86856       1.59735       1.58029       1.48241       1.27047      0.938036    
  0.999975E-03   31.0440       2.83588       3.87337       2.75962       3.84583      0.762652E-01  0.275328E-01   6.60545       1.54096       1.52294       1.42680       1.21866      0.896093    
  0.109645E-02   29.6645       2.73582       3.72731       2.65634       3.69797      0.794802E-01  0.293354E-01   6.35431       1.48712       1.46804       1.37363       1.16922      0.856297    
  0.120223E-02   28.3210       2.63813       3.58459       2.55534       3.55337      0.827956E-01  0.312202E-01   6.10871       1.43445       1.41429       1.32158       1.12089      0.817495    
  0.131822E-02   27.0202       2.54328       3.44584       2.45705       3.41264      0.862299E-01  0.332026E-01   5.86969       1.38319       1.36189       1.27088       1.07386      0.779871    
  0.144540E-02   25.7840       2.45275       3.31314       2.36289       3.27779      0.898664E-01  0.353535E-01   5.64068       1.33405       1.31155       1.22221       1.02884      0.744035    
  0.158485E-02   24.5771       2.36421       3.18320       2.27060       3.14561      0.936018E-01  0.375878E-01   5.41622       1.28589       1.26214       1.17446      0.984716      0.709012    
  0.173775E-02   23.4229       2.27923       3.05823       2.18171       3.01825      0.975224E-01  0.399789E-01   5.19996       1.23948       1.21442       1.12838      0.942231      0.675450    
  0.190540E-02   22.3140       2.19737       2.93758       2.09575       2.89505      0.101623      0.425240E-01   4.99080       1.19458       1.16816       1.08375      0.901165      0.643152    
  0.208923E-02   21.2324       2.11739       2.81952       2.01156       2.77436      0.105833      0.451635E-01   4.78591       1.15061       1.12277       1.03998      0.860950      0.611612    
  0.229079E-02   20.2111       2.04160       2.70725       1.93129       2.65922      0.110311      0.480356E-01   4.59051       1.10866       1.07932      0.998138      0.822632      0.581757    
  0.251180E-02   19.2189       1.96787       2.59781       1.85294       2.54677      0.114936      0.510353E-01   4.39971       1.06770       1.03682      0.957234      0.785235      0.552718    
  0.275413E-02   18.2593       1.89644       2.49152       1.77671       2.43734      0.119723      0.541773E-01   4.21405       1.02785      0.995374      0.917375      0.748868      0.524591    
  0.301984E-02   17.3510       1.82868       2.39025       1.70388       2.33268      0.124801      0.575736E-01   4.03656      0.989744      0.955596      0.879173      0.714137      0.497908    
  0.331118E-02   16.4655       1.76258       2.29123       1.63256       2.23014      0.130019      0.610927E-01   3.86270      0.952423      0.916562      0.841710      0.680137      0.471868    
  0.363064E-02   15.6202       1.69940       2.19619       1.56391       2.13135      0.135492      0.648363E-01   3.69526      0.916479      0.878839      0.805551      0.647427      0.446962    
  0.398091E-02   14.8110       1.63888       2.10475       1.49766       2.03595      0.141225      0.688064E-01   3.53361      0.881775      0.842299      0.770568      0.615883      0.423079    
  0.436498E-02   14.0228       1.57994       2.01543       1.43282       1.94252      0.147113      0.729122E-01   3.37534      0.847798      0.806451      0.736275      0.585024      0.399795    
  0.478610E-02   13.2806       1.52444       1.93076       1.37107       1.85342      0.153374      0.773408E-01   3.22449      0.815403      0.772115      0.703489      0.555663      0.377819    
  0.524785E-02   12.5617       1.47072       1.84848       1.31088       1.76653      0.159847      0.819514E-01   3.07740      0.783809      0.738548      0.671470      0.527068      0.356510    
  0.575415E-02   11.8671       1.41887       1.76869       1.25233       1.68194      0.166542      0.867527E-01   2.93427      0.753054      0.705788      0.640256      0.499275      0.335898    
  0.630929E-02   11.2127       1.37015       1.69309       1.19650       1.60119      0.173652      0.919022E-01   2.79769      0.723679      0.674365      0.610379      0.472822      0.316445    
  0.691799E-02   10.5759       1.32281       1.61933       1.14186       1.52211      0.180958      0.972137E-01   2.66397      0.694901      0.643526      0.581087      0.446956      0.297499    
  0.758542E-02   9.96913       1.27787       1.54874       1.08926       1.44593      0.188614      0.102812       2.53519      0.667151      0.613697      0.552807      0.422106      0.279427    
  0.831724E-02   9.39063       1.23521       1.48119       1.03857       1.37248      0.196637      0.108702       2.41105      0.640350      0.584820      0.525483      0.398219      0.262181    
  0.911966E-02   8.82644       1.19373       1.41519      0.988858       1.30043      0.204867      0.114755       2.28929      0.614034      0.556429      0.498646      0.374825      0.245356    
  0.999950E-02   8.28080       1.15397       1.35137      0.940453       1.23023      0.213513      0.121138       2.17069      0.588358      0.528685      0.472462      0.352095      0.229088    
  0.109642E-01   7.75839       1.11601       1.29000      0.893587       1.16229      0.222428      0.127714       2.05587      0.563426      0.501723      0.447064      0.330161      0.213501    
  0.120220E-01   7.27126       1.08089       1.23242      0.849073       1.09779      0.231820      0.134630       1.94687      0.539620      0.475962      0.422876      0.309453      0.198956    
  0.131819E-01   6.80659       1.04769       1.17737      0.806070       1.03555      0.241617      0.141820       1.84162      0.516516      0.450986      0.399480      0.289553      0.185088    
  0.144536E-01   6.36333       1.01632       1.12476      0.764497      0.975485      0.251825      0.149274       1.73998      0.494062      0.426765      0.376850      0.270435      0.171870    
  0.158481E-01   5.93923      0.986621       1.07435      0.724198      0.917385      0.262423      0.156963       1.64158      0.472169      0.403231      0.354914      0.252029      0.159240    
  0.173770E-01   5.53370      0.958541       1.02609      0.685123      0.861214      0.273418      0.164876       1.54634      0.450802      0.380370      0.333660      0.234321      0.147184    
  0.190535E-01   5.14780      0.932185      0.980126      0.647333      0.807113      0.284852      0.173013       1.45445      0.429966      0.358232      0.313141      0.217368      0.135740    
  0.208917E-01   4.78043      0.907459      0.936342      0.610741      0.754996      0.296718      0.181346       1.36574      0.409602      0.336789      0.293327      0.201139      0.124880    
  0.229073E-01   4.42977      0.884204      0.894535      0.575219      0.704701      0.308985      0.189833       1.27992      0.389641      0.315986      0.274164      0.185578      0.114551    
  0.251174E-01   4.09532      0.862369      0.854648      0.540722      0.656204      0.321647      0.198445       1.19693      0.370045      0.295817      0.255644      0.170677      0.104743    
  0.275406E-01   3.77817      0.842039      0.816811      0.507306      0.609663      0.334733      0.207148       1.11697      0.350810      0.276340      0.237827      0.156496      0.954957E-01
  0.301976E-01   3.47719      0.823093      0.780878      0.474888      0.564992      0.348205      0.215886       1.03988      0.331883      0.257529      0.220686      0.143005      0.867776E-01
  0.331110E-01   3.19095      0.805385      0.746665      0.443371      0.522063      0.362014      0.224602      0.965435      0.313214      0.239341      0.204177      0.130157      0.785459E-01
  0.363055E-01   2.91907      0.788850      0.714102      0.412724      0.480867      0.376126      0.233236      0.893591      0.294776      0.221776      0.188299      0.117949      0.707914E-01
  0.398081E-01   2.66267      0.773530      0.683277      0.383012      0.441583      0.390517      0.241694      0.824595      0.276567      0.204907      0.173121      0.106446      0.635550E-01
  0.436487E-01   2.42066      0.759278      0.654013      0.354171      0.404121      0.405107      0.249892      0.758292      0.258558      0.188703      0.158615      0.956129E-01  0.568022E-01
  0.478598E-01   2.19192      0.745946      0.626128      0.326142      0.368378      0.419803      0.257750      0.694520      0.240731      0.173135      0.144746      0.854111E-01  0.504968E-01
  0.524772E-01   1.97617      0.733439      0.599523      0.298923      0.334354      0.434516      0.265168      0.633277      0.223085      0.158208      0.131516      0.758374E-01  0.446298E-01
  0.575400E-01   1.77460      0.721724      0.574212      0.272615      0.302250      0.449109      0.271962      0.574865      0.205655      0.144004      0.119005      0.669608E-01  0.392401E-01
  0.630913E-01   1.58612      0.710616      0.549982      0.247191      0.271957      0.463425      0.278025      0.519147      0.188454      0.130491      0.107177      0.587368E-01  0.342889E-01
  0.691782E-01   1.40984      0.699944      0.526641      0.222636      0.243385      0.477307      0.283256      0.466021      0.171509      0.117642      0.960001E-01  0.511274E-01  0.297435E-01
  0.758523E-01   1.24555      0.689556      0.504051      0.198993      0.216534      0.490563      0.287517      0.415527      0.154867      0.105464      0.854779E-01  0.441258E-01  0.255925E-01
  0.831703E-01   1.09443      0.679274      0.482115      0.176439      0.191607      0.502835      0.290508      0.368046      0.138644      0.940463E-01  0.756919E-01  0.377946E-01  0.218687E-01
  0.911943E-01  0.955327      0.668858      0.460601      0.154976      0.168463      0.513882      0.292138      0.323439      0.122901      0.833443E-01  0.665916E-01  0.320747E-01  0.185275E-01
  0.999925E-01  0.825180      0.658092      0.439198      0.134410      0.146727      0.523683      0.292472      0.281136      0.107581      0.732167E-01  0.580366E-01  0.268286E-01  0.154732E-01
  0.109639      0.707263      0.646749      0.417946      0.115153      0.126816      0.531596      0.291130      0.241969      0.929661E-01  0.638378E-01  0.501879E-01  0.221874E-01  0.127901E-01
  0.120217      0.602323      0.634388      0.396620      0.974392E-01  0.108876      0.536949      0.287743      0.206316      0.792563E-01  0.552805E-01  0.431053E-01  0.181829E-01  0.104906E-01
  0.131815      0.507895      0.620724      0.374983      0.811368E-01  0.925792E-01  0.539588      0.282404      0.173716      0.664456E-01  0.474219E-01  0.366645E-01  0.146912E-01  0.849275E-02
  0.144533      0.424032      0.605293      0.352852      0.663965E-01  0.779517E-01  0.538896      0.274900      0.144348      0.546930E-01  0.402855E-01  0.308786E-01  0.117034E-01  0.678771E-02
  0.158477      0.349813      0.587757      0.330111      0.532142E-01  0.648667E-01  0.534543      0.265244      0.118081      0.440507E-01  0.338277E-01  0.256991E-01  0.916354E-02  0.533987E-02
  0.173766      0.285175      0.567555      0.306625      0.417102E-01  0.533336E-01  0.525844      0.253291      0.950439E-01  0.346559E-01  0.280652E-01  0.211315E-01  0.705429E-02  0.413696E-02
  0.190530      0.229112      0.544375      0.282377      0.318159E-01  0.432091E-01  0.512559      0.239168      0.750250E-01  0.264998E-01  0.229454E-01  0.171203E-01  0.531611E-02  0.314344E-02
  0.208912      0.181434      0.517629      0.257340      0.235862E-01  0.344838E-01  0.494042      0.222856      0.580700E-01  0.196613E-01  0.184766E-01  0.136626E-01  0.392487E-02  0.234460E-02
  0.229067      0.141081      0.487149      0.231636      0.168696E-01  0.270025E-01  0.470279      0.204633      0.438722E-01  0.140481E-01  0.145981E-01  0.106977E-01  0.282154E-02  0.170680E-02
  0.251167      0.107748      0.452486      0.205410      0.116322E-01  0.207373E-01  0.440853      0.184673      0.323695E-01  0.965429E-02  0.113082E-01  0.821478E-02  0.197795E-02  0.121427E-02
  0.275399      0.803753E-01  0.413810      0.178951      0.764732E-02  0.155273E-01  0.406163      0.163423      0.231746E-01  0.630718E-02  0.853970E-02  0.615034E-02  0.134014E-02  0.837244E-03
  0.301969      0.585724E-01  0.371102      0.152628      0.479745E-02  0.113272E-01  0.366304      0.141301      0.161247E-01  0.391770E-02  0.628028E-02  0.448641E-02  0.879755E-03  0.560532E-03
  0.331102      0.413429E-01  0.325103      0.126882      0.282305E-02  0.797707E-02  0.322280      0.118905      0.108001E-01  0.227094E-02  0.445783E-02  0.315945E-02  0.552113E-03  0.359790E-03
  0.363046      0.282595E-01  0.276582      0.102308      0.156553E-02  0.541651E-02  0.275016      0.968910E-01  0.698204E-02  0.123305E-02  0.304913E-02  0.214543E-02  0.332479E-03  0.221945E-03
  0.398071      0.184457E-01  0.226999      0.794033E-01  0.796590E-03  0.349279E-02  0.226202      0.759105E-01  0.428938E-02  0.608544E-03  0.198020E-02  0.138369E-02  0.188045E-03  0.128907E-03
  0.436476      0.113178E-01  0.177912      0.587224E-01  0.366054E-03  0.211055E-02  0.177546      0.566119E-01  0.247661E-02  0.268289E-03  0.120522E-02  0.836424E-03  0.977647E-04  0.689155E-04
  0.478586      0.655394E-02  0.131703      0.410057E-01  0.154721E-03  0.119078E-02  0.131548      0.398149E-01  0.134550E-02  0.107263E-03  0.684260E-03  0.472122E-03  0.474575E-04  0.344019E-04
  0.524759      0.347882E-02  0.904897E-01  0.265509E-01  0.583690E-04  0.610102E-03  0.904313E-01  0.259408E-01  0.668471E-03  0.377254E-04  0.352676E-03  0.242037E-03  0.206436E-04  0.153893E-04
  0.575386      0.164318E-02  0.562891E-01  0.155553E-01  0.192181E-04  0.275056E-03  0.562699E-01  0.152802E-01  0.294274E-03  0.114690E-04  0.159914E-03  0.109200E-03  0.774913E-05  0.594211E-05
  0.630897      0.659626E-03  0.305082E-01  0.793993E-02  0.528106E-05  0.103937E-03  0.305029E-01  0.783599E-02  0.109218E-03  0.291929E-05  0.607690E-04  0.413009E-04  0.236177E-05  0.186679E-05
  0.691764      0.208473E-03  0.135148E-01  0.331526E-02  0.109918E-05  0.303605E-04  0.135137E-01  0.328490E-02  0.314597E-04  0.573750E-06  0.178522E-04  0.120766E-04  0.525432E-06  0.431688E-06
  0.758504      0.436697E-04  0.430017E-02  0.995799E-03  0.131198E-06  0.577578E-05  0.430004E-02  0.990023E-03  0.590698E-05  0.663847E-07  0.341820E-05  0.230037E-05  0.648133E-07  0.572057E-07
  0.831682      0.458261E-05  0.760052E-03  0.167318E-03  0.527533E-08  0.524348E-06  0.760046E-03  0.166794E-03  0.529624E-06  0.263674E-08  0.312335E-06  0.209098E-06  0.263860E-08  0.291477E-08
  0.911920      0.873719E-07  0.317594E-04  0.676607E-05  -.302287E-10  0.770886E-08  0.317594E-04  0.675836E-05  0.767863E-08  -.152730E-10  0.462462E-08  0.307799E-08  -.149556E-10  0.624998E-11
  0.999900      0.676414E-14  0.864247E-11  0.198966E-11  -.644949E-17  0.914420E-16  0.864248E-11  0.198957E-11  0.849926E-16  -.323708E-17  0.562935E-16  0.364500E-16  -.321241E-17  -.130150E-17
