PdfType: central
Format: lhagrid1
---
9.900000e-07 1.146863e-06 1.328580e-06 1.539089e-06 1.782954e-06 2.065458e-06 2.392724e-06 2.771844e-06 3.211034e-06 3.719814e-06 4.309208e-06 4.991989e-06 5.782956e-06 6.699248e-06 7.760725e-06 8.990390e-06 1.041489e-05 1.206510e-05 1.397678e-05 1.619136e-05 1.875684e-05 2.172881e-05 2.517167e-05 2.916005e-05 3.378038e-05 3.913278e-05 4.533326e-05 5.251619e-05 6.083722e-05 7.047671e-05 8.164354e-05 9.457973e-05 1.095656e-04 1.269260e-04 1.470370e-04 1.703346e-04 1.973237e-04 2.285890e-04 2.648083e-04 3.067664e-04 3.553727e-04 4.116805e-04 4.769101e-04 5.524751e-04 6.400132e-04 7.414215e-04 8.588976e-04 9.949874e-04 1.152640e-03 1.335273e-03 1.546843e-03 1.791936e-03 2.075863e-03 2.404778e-03 2.785808e-03 3.227211e-03 3.738553e-03 4.330917e-03 5.017138e-03 5.812089e-03 6.732998e-03 7.799822e-03 9.035682e-03 1.046736e-02 1.126614e-02 1.212588e-02 1.305123e-02 1.404719e-02 1.511916e-02 1.627293e-02 1.751475e-02 1.885133e-02 2.028991e-02 2.183827e-02 2.350479e-02 2.529848e-02 2.722906e-02 2.930695e-02 3.154342e-02 3.395056e-02 3.654139e-02 3.932993e-02 4.233126e-02 4.556164e-02 4.903853e-02 5.278075e-02 5.680855e-02 6.114371e-02 6.580970e-02 7.083176e-02 7.623706e-02 8.205485e-02 8.831660e-02 9.505620e-02 1.023101e-01 1.061421e-01 1.101176e-01 1.142420e-01 1.185209e-01 1.229600e-01 1.275654e-01 1.323433e-01 1.373002e-01 1.424427e-01 1.477778e-01 1.533127e-01 1.590550e-01 1.650123e-01 1.711927e-01 1.776047e-01 1.842568e-01 1.911580e-01 1.983177e-01 2.057456e-01 2.134517e-01 2.214465e-01 2.297406e-01 2.383454e-01 2.472725e-01 2.565340e-01 2.661424e-01 2.761106e-01 2.864522e-01 2.971811e-01 3.083119e-01 3.198595e-01 3.318397e-01 3.442686e-01 3.571630e-01 3.705403e-01 3.844187e-01 3.988170e-01 4.137544e-01 4.214317e-01 4.292514e-01 4.372162e-01 4.453288e-01 4.535919e-01 4.620084e-01 4.705810e-01 4.793127e-01 4.882063e-01 4.972651e-01 5.064919e-01 5.158899e-01 5.254623e-01 5.352123e-01 5.451432e-01 5.552584e-01 5.655612e-01 5.760553e-01 5.867441e-01 5.976311e-01 6.087203e-01 6.200151e-01 6.315196e-01 6.432375e-01 6.551728e-01 6.673296e-01 6.797120e-01 6.923241e-01 7.051702e-01 7.116824e-01 7.182547e-01 7.248878e-01 7.315820e-01 7.383381e-01 7.451566e-01 7.520381e-01 7.589831e-01 7.659922e-01 7.730661e-01 7.802053e-01 7.874104e-01 7.946821e-01 8.020209e-01 8.094275e-01 8.169024e-01 8.244465e-01 8.320602e-01 8.397442e-01 8.474991e-01 8.553257e-01 8.632245e-01 8.711963e-01 8.792418e-01 8.873615e-01 8.955562e-01 9.038266e-01 9.121733e-01 9.205971e-01 9.290988e-01 9.376789e-01 9.463383e-01 9.550776e-01 9.638977e-01 9.727992e-01 9.817829e-01 9.908496e-01 
1.000000e+00 1.112907e+00 1.238562e+00 1.378405e+00 1.423466e+00 1.470000e+00 1.550441e+00 1.635284e+00 1.724769e+00 1.819151e+00 1.918698e+00 2.023693e+00 2.134432e+00 2.251232e+00 2.374423e+00 2.504356e+00 2.641398e+00 2.785940e+00 2.938391e+00 3.099185e+00 3.268777e+00 3.447650e+00 3.636311e+00 3.835296e+00 4.045170e+00 4.266528e+00 4.500000e+00 4.833789e+00 5.192337e+00 5.577480e+00 5.991191e+00 6.435590e+00 6.912952e+00 7.425722e+00 7.976527e+00 8.568189e+00 9.203737e+00 9.886427e+00 1.061976e+01 1.140748e+01 1.225363e+01 1.316255e+01 1.413889e+01 1.518764e+01 1.631419e+01 1.752430e+01 1.882417e+01 2.022046e+01 2.172032e+01 2.333143e+01 2.506205e+01 2.692103e+01 2.891791e+01 3.106290e+01 3.336701e+01 3.584201e+01 3.850061e+01 4.135640e+01 4.442402e+01 4.771919e+01 5.125878e+01 5.506091e+01 5.914507e+01 6.353218e+01 6.824470e+01 7.330677e+01 7.874432e+01 8.458521e+01 9.085934e+01 9.759886e+01 1.048383e+02 1.126147e+02 1.209679e+02 1.299408e+02 1.395792e+02 1.499325e+02 1.610538e+02 1.730000e+02 1.926737e+02 2.145847e+02 2.389875e+02 2.661654e+02 2.964339e+02 3.301447e+02 3.676890e+02 4.095029e+02 4.560719e+02 5.079368e+02 5.656999e+02 6.300318e+02 7.016795e+02 7.814751e+02 8.703452e+02 9.693216e+02 1.079554e+03 1.202321e+03 1.339051e+03 1.491329e+03 1.660924e+03 1.849805e+03 2.060167e+03 2.294451e+03 2.555378e+03 2.845978e+03 3.169625e+03 3.530077e+03 3.931521e+03 4.378617e+03 4.876557e+03 5.431123e+03 6.048756e+03 6.736625e+03 7.502720e+03 8.355936e+03 9.306181e+03 1.036449e+04 1.154315e+04 1.285584e+04 1.431782e+04 
-5 -4 -3 -2 -1 1 2 3 4 5 21 
0.000000e+00 0.000000e+00 8.127333e-01 1.217360e+00 1.217349e+00 1.217365e+00 1.217472e+00 8.127333e-01 0.000000e+00 0.000000e+00 -6.794802e+00 
0.000000e+00 0.000000e+00 7.804177e-01 1.181273e+00 1.181260e+00 1.181282e+00 1.181406e+00 7.804177e-01 0.000000e+00 0.000000e+00 -6.669558e+00 
0.000000e+00 0.000000e+00 7.727153e-01 1.170201e+00 1.170186e+00 1.170215e+00 1.170355e+00 7.727153e-01 0.000000e+00 0.000000e+00 -6.019243e+00 
0.000000e+00 0.000000e+00 7.888533e-01 1.183297e+00 1.183280e+00 1.183316e+00 1.183471e+00 7.888533e-01 0.000000e+00 0.000000e+00 -4.775800e+00 
0.000000e+00 0.000000e+00 7.982711e-01 1.191856e+00 1.191838e+00 1.191877e+00 1.192036e+00 7.982711e-01 0.000000e+00 0.000000e+00 -4.279252e+00 
0.000000e+00 0.000000e+00 8.097561e-01 1.202505e+00 1.202487e+00 1.202527e+00 1.202691e+00 8.097561e-01 0.000000e+00 0.000000e+00 -3.723695e+00 
0.000000e+00 2.606374e-02 8.332211e-01 1.224652e+00 1.224633e+00 1.224676e+00 1.224847e+00 8.332211e-01 2.606374e-02 0.000000e+00 -2.733327e+00 
0.000000e+00 5.739730e-02 8.620529e-01 1.252215e+00 1.252195e+00 1.252242e+00 1.252420e+00 8.620529e-01 5.739730e-02 0.000000e+00 -1.590844e+00 
0.000000e+00 9.395309e-02 8.961971e-01 1.285136e+00 1.285115e+00 1.285166e+00 1.285351e+00 8.961971e-01 9.395309e-02 0.000000e+00 -2.931304e-01 
0.000000e+00 1.356818e-01 9.355982e-01 1.323357e+00 1.323335e+00 1.323389e+00 1.323582e+00 9.355982e-01 1.356818e-01 0.000000e+00 1.162346e+00 
0.000000e+00 1.825325e-01 9.802000e-01 1.366819e+00 1.366796e+00 1.366854e+00 1.367053e+00 9.802000e-01 1.825325e-01 0.000000e+00 2.777597e+00 
0.000000e+00 2.344532e-01 1.029945e+00 1.415461e+00 1.415438e+00 1.415499e+00 1.415705e+00 1.029945e+00 2.344532e-01 0.000000e+00 4.554166e+00 
0.000000e+00 2.913909e-01 1.084777e+00 1.469225e+00 1.469201e+00 1.469265e+00 1.469479e+00 1.084777e+00 2.913909e-01 0.000000e+00 6.493185e+00 
0.000000e+00 3.532918e-01 1.144636e+00 1.528050e+00 1.528025e+00 1.528093e+00 1.528313e+00 1.144636e+00 3.532918e-01 0.000000e+00 8.595412e+00 
0.000000e+00 4.201018e-01 1.209466e+00 1.591877e+00 1.591850e+00 1.591922e+00 1.592149e+00 1.209466e+00 4.201018e-01 0.000000e+00 1.086127e+01 
0.000000e+00 4.917660e-01 1.279208e+00 1.660644e+00 1.660617e+00 1.660692e+00 1.660926e+00 1.279208e+00 4.917660e-01 0.000000e+00 1.329091e+01 
0.000000e+00 5.682297e-01 1.353803e+00 1.734294e+00 1.734265e+00 1.734343e+00 1.734584e+00 1.353803e+00 5.682297e-01 0.000000e+00 1.588418e+01 
0.000000e+00 6.494378e-01 1.433195e+00 1.812765e+00 1.812736e+00 1.812817e+00 1.813065e+00 1.433195e+00 6.494378e-01 0.000000e+00 1.864074e+01 
0.000000e+00 7.353352e-01 1.517324e+00 1.896000e+00 1.895969e+00 1.896054e+00 1.896309e+00 1.517324e+00 7.353352e-01 0.000000e+00 2.156000e+01 
0.000000e+00 8.258670e-01 1.606135e+00 1.983939e+00 1.983907e+00 1.983996e+00 1.984257e+00 1.606135e+00 8.258670e-01 0.000000e+00 2.464122e+01 
0.000000e+00 9.209783e-01 1.699569e+00 2.076524e+00 2.076491e+00 2.076583e+00 2.076850e+00 1.699569e+00 9.209783e-01 0.000000e+00 2.788348e+01 
0.000000e+00 1.020615e+00 1.797570e+00 2.173697e+00 2.173663e+00 2.173759e+00 2.174033e+00 1.797570e+00 1.020615e+00 0.000000e+00 3.128572e+01 
0.000000e+00 1.124722e+00 1.900082e+00 2.275401e+00 2.275366e+00 2.275465e+00 2.275746e+00 1.900082e+00 1.124722e+00 0.000000e+00 3.484675e+01 
0.000000e+00 1.233246e+00 2.007048e+00 2.381579e+00 2.381544e+00 2.381646e+00 2.381933e+00 2.007048e+00 1.233246e+00 0.000000e+00 3.856528e+01 
0.000000e+00 1.346133e+00 2.118415e+00 2.492176e+00 2.492139e+00 2.492245e+00 2.492538e+00 2.118415e+00 1.346133e+00 0.000000e+00 4.243991e+01 
0.000000e+00 1.463330e+00 2.234125e+00 2.607134e+00 2.607097e+00 2.607206e+00 2.607505e+00 2.234125e+00 1.463330e+00 0.000000e+00 4.646915e+01 
0.000000e+00 1.584784e+00 2.354127e+00 2.726401e+00 2.726362e+00 2.726474e+00 2.726780e+00 2.354127e+00 1.584784e+00 0.000000e+00 5.065146e+01 
1.735278e-01 1.754488e+00 2.521948e+00 2.893270e+00 2.893230e+00 2.893347e+00 2.893661e+00 2.521948e+00 1.754488e+00 1.735278e-01 5.615492e+01 
