   8317.0000             101          13  9.99999975E-05  0.99989998    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.208917E-01   4.79839      0.940679      0.961675      0.607345      0.775851      0.333334      0.185824       1.38320      0.406422      0.348253      0.300942      0.200923      0.126656    
  0.229073E-01   4.43578      0.917027      0.916863      0.570822      0.723280      0.346205      0.193583       1.29410      0.386247      0.326617      0.280950      0.184575      0.115713    
  0.251174E-01   4.08957      0.894695      0.873968      0.535511      0.672579      0.359184      0.201390       1.20809      0.366600      0.305633      0.261623      0.168911      0.105323    
  0.275406E-01   3.76094      0.873744      0.833133      0.501513      0.623933      0.372232      0.209201       1.12545      0.347511      0.285372      0.243029      0.154002      0.955323E-01
  0.301976E-01   3.44882      0.854049      0.794234      0.468759      0.577271      0.385290      0.216963       1.04603      0.328936      0.265810      0.225147      0.139824      0.863129E-01
  0.331110E-01   3.15185      0.835458      0.757102      0.437157      0.532476      0.398301      0.224625      0.969634      0.310822      0.246913      0.207941      0.126336      0.776226E-01
  0.363055E-01   2.86974      0.817900      0.721687      0.406693      0.489558      0.411207      0.232129      0.896250      0.293150      0.228687      0.191416      0.113542      0.694553E-01
  0.398081E-01   2.60379      0.801394      0.688109      0.377474      0.448733      0.423920      0.239377      0.826207      0.275948      0.211216      0.175656      0.101526      0.618606E-01
  0.436487E-01   2.35303      0.785794      0.656214      0.349432      0.409920      0.436362      0.246294      0.759352      0.259174      0.194477      0.160638      0.902583E-01  0.548049E-01
  0.478598E-01   2.11643      0.770958      0.625835      0.322490      0.373024      0.448469      0.252811      0.695513      0.242787      0.178442      0.146330      0.797022E-01  0.482513E-01
  0.524772E-01   1.89383      0.756792      0.596893      0.296637      0.338055      0.460155      0.258839      0.634692      0.226775      0.163121      0.132741      0.698618E-01  0.421922E-01
  0.575400E-01   1.68671      0.743249      0.569447      0.271989      0.305246      0.471260      0.264201      0.577235      0.211167      0.148608      0.119964      0.608221E-01  0.366744E-01
  0.630913E-01   1.49404      0.730163      0.543291      0.248464      0.274481      0.481699      0.268810      0.522945      0.195927      0.134868      0.107958      0.525368E-01  0.316550E-01
  0.691782E-01   1.31498      0.717385      0.518240      0.225996      0.245654      0.491388      0.272585      0.471651      0.181033      0.121868      0.966895E-01  0.449638E-01  0.270969E-01
  0.758523E-01   1.14939      0.704784      0.494163      0.204574      0.218755      0.500209      0.275408      0.423330      0.166480      0.109612      0.861574E-01  0.380946E-01  0.229863E-01
  0.831703E-01  0.998698      0.692202      0.471001      0.184311      0.193993      0.507891      0.277008      0.378305      0.152313      0.981897E-01  0.764462E-01  0.319985E-01  0.193575E-01
  0.911943E-01  0.861630      0.679450      0.448507      0.165115      0.171185      0.514335      0.277322      0.336300      0.138515      0.875396E-01  0.674892E-01  0.266006E-01  0.161561E-01
  0.999925E-01  0.734832      0.666343      0.426330      0.146733      0.149906      0.519611      0.276423      0.296639      0.124988      0.775032E-01  0.591277E-01  0.217443E-01  0.132756E-01
  0.109639      0.621799      0.652739      0.404544      0.129459      0.130559      0.523280      0.273985      0.260018      0.111901      0.682455E-01  0.515156E-01  0.175577E-01  0.107977E-01
  0.120217      0.523234      0.638287      0.382935      0.113389      0.113243      0.524898      0.269692      0.226632      0.993298E-01  0.598203E-01  0.446953E-01  0.140596E-01  0.872720E-02
  0.131815      0.436219      0.622772      0.361219      0.983347E-01  0.975678E-01  0.524437      0.263651      0.195902      0.872348E-01  0.520810E-01  0.385179E-01  0.110998E-01  0.696888E-02
  0.144533      0.360562      0.605834      0.339203      0.843463E-01  0.835097E-01  0.521488      0.255693      0.167856      0.756958E-01  0.450301E-01  0.329754E-01  0.865050E-02  0.550428E-02
  0.158477      0.294993      0.587212      0.316748      0.713890E-01  0.708976E-01  0.515823      0.245850      0.142287      0.647524E-01  0.386069E-01  0.280017E-01  0.663657E-02  0.428902E-02
  0.173766      0.239115      0.566449      0.293713      0.595326E-01  0.596948E-01  0.506916      0.234018      0.119227      0.545104E-01  0.328095E-01  0.235830E-01  0.502216E-02  0.330226E-02
  0.190530      0.191588      0.543268      0.270061      0.487486E-01  0.497347E-01  0.494519      0.220326      0.984834E-01  0.450138E-01  0.275775E-01  0.196541E-01  0.373485E-02  0.250311E-02
  0.208912      0.151884      0.517129      0.245760      0.391201E-01  0.409809E-01  0.478009      0.204779      0.801010E-01  0.363832E-01  0.229090E-01  0.162007E-01  0.273687E-02  0.187120E-02
  0.229067      0.118718      0.487805      0.220918      0.306116E-01  0.332844E-01  0.457193      0.187634      0.638959E-01  0.286459E-01  0.187483E-01  0.131639E-01  0.196567E-02  0.137212E-02
  0.251167      0.915422E-01  0.454769      0.195677      0.232994E-01  0.266187E-01  0.431469      0.169058      0.499181E-01  0.219116E-01  0.150971E-01  0.105332E-01  0.138776E-02  0.988453E-03
  0.275399      0.692471E-01  0.417994      0.170305      0.171170E-01  0.208579E-01  0.400877      0.149447      0.379749E-01  0.161619E-01  0.119054E-01  0.825865E-02  0.955142E-03  0.693776E-03
  0.301969      0.513635E-01  0.377218      0.145159      0.121019E-01  0.159865E-01  0.365116      0.129172      0.280883E-01  0.114595E-01  0.917743E-02  0.633420E-02  0.642355E-03  0.474829E-03
  0.331102      0.370249E-01  0.332891      0.120643      0.813218E-02  0.118956E-01  0.324759      0.108747      0.200277E-01  0.771566E-02  0.686580E-02  0.471695E-02  0.416521E-03  0.312807E-03
  0.363046      0.258828E-01  0.285448      0.973146E-01  0.517673E-02  0.857176E-02  0.280272      0.887428E-01  0.137485E-01  0.491611E-02  0.497168E-02  0.340177E-02  0.260623E-03  0.198306E-03
  0.398071      0.172925E-01  0.236145      0.756206E-01  0.305540E-02  0.591024E-02  0.233090      0.697103E-01  0.896564E-02  0.290145E-02  0.344415E-02  0.234762E-02  0.153947E-03  0.118473E-03
  0.436476      0.108565E-01  0.186406      0.560611E-01  0.163991E-02  0.385559E-02  0.184766      0.522056E-01  0.549550E-02  0.155611E-02  0.225748E-02  0.153300E-02  0.838050E-04  0.651091E-04
  0.478586      0.640021E-02  0.138647      0.393044E-01  0.795000E-03  0.236677E-02  0.137852      0.369377E-01  0.316177E-02  0.752651E-03  0.139166E-02  0.941922E-03  0.423489E-04  0.331850E-04
  0.524759      0.343824E-02  0.953272E-01  0.256066E-01  0.334779E-03  0.133682E-02  0.949924E-01  0.242698E-01  0.167160E-02  0.315754E-03  0.789254E-03  0.532523E-03  0.190244E-04  0.150438E-04
  0.575386      0.162999E-02  0.589467E-01  0.151392E-01  0.117060E-03  0.676515E-03  0.588297E-01  0.144627E-01  0.793575E-03  0.109777E-03  0.400955E-03  0.269735E-03  0.728290E-05  0.582562E-05
  0.630897      0.649363E-03  0.314273E-01  0.783071E-02  0.317063E-04  0.294391E-03  0.313956E-01  0.753632E-02  0.326097E-03  0.294816E-04  0.175103E-03  0.117478E-03  0.222465E-05  0.181042E-05
  0.691764      0.200558E-03  0.134677E-01  0.333363E-02  0.592492E-05  0.102858E-03  0.134618E-01  0.323077E-02  0.108783E-03  0.544016E-05  0.613738E-04  0.410775E-04  0.484760E-06  0.406565E-06
  0.758504      0.400811E-04  0.402662E-02  0.103148E-02  0.588783E-06  0.250099E-04  0.402604E-02  0.100647E-02  0.255987E-04  0.532249E-06  0.149642E-04  0.999495E-05  0.565346E-07  0.507760E-07
  0.831682      0.386887E-05  0.634396E-03  0.181758E-03  0.194387E-07  0.323223E-05  0.634377E-03  0.178526E-03  0.325167E-05  0.173936E-07  0.193754E-05  0.129237E-05  0.204506E-08  0.232347E-08
  0.911920      0.629665E-07  0.207465E-04  0.805602E-05  0.101110E-10  0.881831E-07  0.207465E-04  0.796784E-05  0.881932E-07  0.218414E-10  0.529103E-07  0.352696E-07  -.117304E-10  0.319345E-11
  0.999900      0.348447E-14  0.216978E-11  0.329829E-11  -.330575E-17  0.860872E-14  0.216979E-11  0.328968E-11  0.860542E-14  -.165892E-17  0.516599E-14  0.344344E-14  -.164683E-17  -.704556E-18
