   4.0000000             101          13  9.99999975E-05  0.99989998    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.398091E-02   4.49830      0.513358      0.641463      0.428116      0.600710      0.852419E-01  0.407535E-01   1.02883      0.361638      0.344375      0.256335      0.664783E-01   0.00000    
  0.436498E-02   4.46094      0.511202      0.632102      0.420559      0.588432      0.906439E-01  0.436694E-01   1.00899      0.355891      0.337433      0.250999      0.646677E-01   0.00000    
  0.478610E-02   4.42284      0.509708      0.623138      0.413179      0.576252      0.965293E-01  0.468863E-01  0.989431      0.350313      0.330548      0.245704      0.628659E-01   0.00000    
  0.524785E-02   4.38426      0.508586      0.614394      0.405892      0.564114      0.102694      0.502801E-01  0.970006      0.344824      0.323689      0.240425      0.610680E-01   0.00000    
  0.575415E-02   4.34518      0.507854      0.605879      0.398703      0.552020      0.109152      0.538594E-01  0.950723      0.339429      0.316855      0.235165      0.592741E-01   0.00000    
  0.630929E-02   4.30502      0.507836      0.597777      0.391677      0.539984      0.116159      0.577934E-01  0.931661      0.334192      0.310056      0.229928      0.574851E-01   0.00000    
  0.691799E-02   4.26428      0.508152      0.589866      0.384723      0.527967      0.123429      0.618989E-01  0.912690      0.329025      0.303268      0.224699      0.556977E-01   0.00000    
  0.758542E-02   4.22248      0.509060      0.582291      0.377893      0.515980      0.131167      0.663117E-01  0.893872      0.323980      0.296499      0.219481      0.539124E-01   0.00000    
  0.831724E-02   4.17935      0.510576      0.575059      0.371176      0.504004      0.139400      0.710555E-01  0.875180      0.319049      0.289737      0.214267      0.521273E-01   0.00000    
  0.911966E-02   4.13541      0.512445      0.568025      0.364524      0.492032      0.147921      0.759929E-01  0.856555      0.314182      0.282978      0.209054      0.503418E-01   0.00000    
  0.999950E-02   4.08943      0.515102      0.561430      0.358001      0.480051      0.157101      0.813791E-01  0.838052      0.309448      0.276215      0.203836      0.485527E-01   0.00000    
  0.109642E-01   4.04229      0.518122      0.555038      0.351531      0.468059      0.166590      0.869797E-01  0.819590      0.304769      0.269446      0.198613      0.467626E-01   0.00000    
  0.120220E-01   3.99283      0.521830      0.549031      0.345157      0.456037      0.176673      0.929941E-01  0.801194      0.300188      0.262662      0.193376      0.449691E-01   0.00000    
  0.131819E-01   3.94092      0.526155      0.543370      0.338853      0.443975      0.187302      0.993951E-01  0.782828      0.295683      0.255854      0.188120      0.431703E-01   0.00000    
  0.144536E-01   3.88621      0.531093      0.538054      0.332608      0.431860      0.198485      0.106194      0.764468      0.291243      0.249018      0.182842      0.413655E-01   0.00000    
  0.158481E-01   3.82854      0.536599      0.533061      0.326405      0.419687      0.210194      0.113374      0.746092      0.286851      0.242149      0.177538      0.395545E-01   0.00000    
  0.173770E-01   3.76753      0.542669      0.528392      0.320232      0.407446      0.222437      0.120946      0.727678      0.282495      0.235242      0.172204      0.377369E-01   0.00000    
  0.190535E-01   3.70238      0.549349      0.524079      0.314075      0.395120      0.235274      0.128959      0.709195      0.278163      0.228286      0.166834      0.359119E-01   0.00000    
  0.208917E-01   3.63263      0.556609      0.520113      0.307914      0.382703      0.248695      0.137410      0.690617      0.273834      0.221278      0.161425      0.340802E-01   0.00000    
  0.229073E-01   3.55811      0.564392      0.516468      0.301731      0.370194      0.262661      0.146273      0.671925      0.269488      0.214217      0.155977      0.322431E-01   0.00000    
  0.251174E-01   3.47834      0.572677      0.513137      0.295506      0.357587      0.277170      0.155550      0.653093      0.265105      0.207099      0.150489      0.304018E-01   0.00000    
  0.275406E-01   3.39216      0.581479      0.510144      0.289209      0.344869      0.292270      0.165276      0.634078      0.260651      0.199915      0.144954      0.285583E-01   0.00000    
  0.301976E-01   3.29923      0.590740      0.507465      0.282814      0.332040      0.307925      0.175425      0.614855      0.256099      0.192666      0.139375      0.267158E-01   0.00000    
  0.331110E-01   3.19947      0.600386      0.505064      0.276300      0.319110      0.324086      0.185954      0.595409      0.251422      0.185355      0.133755      0.248780E-01   0.00000    
  0.363055E-01   3.09244      0.610369      0.502921      0.269637      0.306081      0.340732      0.196841      0.575718      0.246588      0.177983      0.128097      0.230492E-01   0.00000    
  0.398081E-01   2.97693      0.620656      0.501033      0.262774      0.292950      0.357883      0.208083      0.555723      0.241537      0.170547      0.122402      0.212367E-01   0.00000    
  0.436487E-01   2.85301      0.631158      0.499349      0.255680      0.279733      0.375478      0.219616      0.535413      0.236232      0.163055      0.116678      0.194471E-01   0.00000    
  0.478598E-01   2.72102      0.641786      0.497814      0.248332      0.266449      0.393454      0.231365      0.514781      0.230645      0.155516      0.110933      0.176866E-01   0.00000    
  0.524772E-01   2.58099      0.652463      0.496377      0.240694      0.253114      0.411769      0.243263      0.493809      0.224731      0.147937      0.105177      0.159632E-01   0.00000    
  0.575400E-01   2.43228      0.663089      0.494972      0.232689      0.239747      0.430400      0.255225      0.472436      0.218397      0.140327      0.994194E-01  0.142918E-01   0.00000    
  0.630913E-01   2.27594      0.673560      0.493506      0.224292      0.226377      0.449267      0.267130      0.450669      0.211612      0.132701      0.936751E-01  0.126804E-01   0.00000    
  0.691782E-01   2.11314      0.683782      0.491885      0.215487      0.213031      0.468295      0.278854      0.428518      0.204351      0.125074      0.879569E-01  0.111361E-01   0.00000    
  0.758523E-01   1.94490      0.693655      0.490000      0.206239      0.199740      0.487416      0.290259      0.405980      0.196571      0.117461      0.822791E-01  0.966847E-02   0.00000    
  0.831703E-01   1.77221      0.703008      0.487656      0.196459      0.186550      0.506550      0.301106      0.383009      0.188160      0.109885      0.766652E-01  0.829843E-02   0.00000    
  0.911943E-01   1.59729      0.711751      0.484708      0.186155      0.173493      0.525596      0.311215      0.359648      0.179126      0.102364      0.711292E-01  0.702934E-02   0.00000    
  0.999925E-01   1.42199      0.719803      0.481009      0.175333      0.160584      0.544470      0.320425      0.335918      0.169475      0.949077E-01  0.656766E-01  0.585812E-02   0.00000    
  0.109639       1.24871      0.727044      0.476363      0.164004      0.147880      0.563040      0.328483      0.311884      0.159205      0.875467E-01  0.603333E-01  0.479893E-02   0.00000    
  0.120217       1.08046      0.733213      0.470389      0.152121      0.135447      0.581092      0.334942      0.287568      0.148251      0.803165E-01  0.551305E-01  0.386971E-02   0.00000    
  0.131815      0.919394      0.738238      0.462933      0.139772      0.123296      0.598466      0.339637      0.263069      0.136714      0.732266E-01  0.500697E-01  0.305831E-02   0.00000    
  0.144533      0.768413      0.741855      0.453639      0.127010      0.111481      0.614845      0.342158      0.238491      0.124641      0.663078E-01  0.451731E-01  0.236845E-02   0.00000    
  0.158477      0.629281      0.743871      0.442307      0.113951      0.100023      0.629920      0.342284      0.213974      0.112160      0.595758E-01  0.404472E-01  0.179035E-02   0.00000    
  0.173766      0.504504      0.743846      0.428544      0.100723      0.889803E-01  0.643123      0.339564      0.189704      0.994014E-01  0.530658E-01  0.359145E-01  0.132188E-02   0.00000    
  0.190530      0.394700      0.741422      0.412208      0.875048E-01  0.783718E-01  0.653918      0.333836      0.165877      0.865565E-01  0.467927E-01  0.315791E-01  0.948351E-03   0.00000    
  0.208912      0.301353      0.735821      0.392933      0.745115E-01  0.682634E-01  0.661310      0.324670      0.142775      0.738489E-01  0.407978E-01  0.274655E-01  0.662648E-03   0.00000    
  0.229067      0.223622      0.726401      0.370713      0.619614E-01  0.586736E-01  0.664440      0.312040      0.120635      0.615135E-01  0.350966E-01  0.235770E-01  0.447916E-03   0.00000    
  0.251167      0.161624      0.711862      0.345321      0.501413E-01  0.496815E-01  0.661721      0.295640      0.998228E-01  0.498468E-01  0.297388E-01  0.199427E-01  0.294458E-03   0.00000    
  0.275399      0.113231      0.691243      0.316987      0.392581E-01  0.413058E-01  0.651985      0.275681      0.805639E-01  0.390714E-01  0.247395E-01  0.165663E-01  0.186666E-03   0.00000    
  0.301969      0.773601E-01  0.662686      0.285775      0.296065E-01  0.336393E-01  0.633080      0.252135      0.632458E-01  0.294912E-01  0.201568E-01  0.134825E-01  0.115236E-03   0.00000    
  0.331102      0.512812E-01  0.625188      0.252253      0.212977E-01  0.266951E-01  0.603891      0.225558      0.479928E-01  0.212292E-01  0.160014E-01  0.106937E-01  0.685050E-04   0.00000    
  0.363046      0.333550E-01  0.576841      0.216949      0.145325E-01  0.205702E-01  0.562308      0.196379      0.351027E-01  0.144927E-01  0.123332E-01  0.823705E-02  0.397489E-04   0.00000    
  0.398071      0.211337E-01  0.517535      0.180817      0.924254E-02  0.152563E-01  0.508292      0.165561      0.244989E-01  0.922046E-02  0.914891E-02  0.610742E-02  0.220811E-04   0.00000    
  0.436476      0.131074E-01  0.447037      0.144909      0.541123E-02  0.108114E-01  0.441626      0.134097      0.162226E-01  0.539955E-02  0.648428E-02  0.432709E-02  0.116839E-04   0.00000    
  0.478586      0.792195E-02  0.367229      0.110566      0.285790E-02  0.723846E-02  0.364371      0.103327      0.100964E-01  0.285206E-02  0.434182E-02  0.289664E-02  0.583735E-05   0.00000    
  0.524759      0.456850E-02  0.282060      0.791855E-01  0.132007E-02  0.450276E-02  0.280740      0.746827E-01  0.582283E-02  0.131743E-02  0.270110E-02  0.180167E-02  0.264100E-05   0.00000    
  0.575386      0.243292E-02  0.197600      0.521403E-01  0.510515E-03  0.254128E-02  0.197089      0.495991E-01  0.305180E-02  0.509492E-03  0.152455E-02  0.101673E-02  0.102297E-05   0.00000    
  0.630897      0.113716E-02  0.121551      0.305689E-01  0.154503E-03  0.125424E-02  0.121397      0.293147E-01  0.140874E-02  0.154195E-03  0.752480E-03  0.501761E-03  0.307981E-06   0.00000    
  0.691764      0.431003E-03  0.616361E-01  0.151239E-01  0.326744E-04  0.508992E-03  0.616034E-01  0.146149E-01  0.541667E-03  0.326160E-04  0.305383E-03  0.203609E-03  0.584200E-07   0.00000    
  0.758504      0.114437E-03  0.228723E-01  0.570269E-02  0.387529E-05  0.150993E-03  0.228685E-01  0.555170E-02  0.154868E-03  0.387325E-05  0.905952E-04  0.603975E-04  0.204080E-08   0.00000    
  0.831682      0.159482E-04  0.478191E-02  0.131016E-02  0.160137E-06  0.253431E-04  0.478175E-02  0.128482E-02  0.255033E-04  0.161256E-06  0.152061E-04  0.101370E-04  -.111912E-08   0.00000    
  0.911920      0.460212E-06  0.243958E-03  0.893936E-04  0.420659E-09  0.105345E-05  0.243958E-03  0.883402E-04  0.105387E-05  0.473981E-09  0.632078E-06  0.421367E-06  -.533220E-10   0.00000    
  0.999900      0.606309E-13  0.513650E-10  0.780801E-10  -.117870E-16  0.203876E-12  0.513651E-10  0.778762E-10  0.203864E-12  -.603663E-17  0.122327E-12  0.815493E-13  -.575037E-17   0.00000    
