   100.00000             101          13  9.99999975E-05  0.99989998    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.398101E-03   25.2783       2.11377       2.75738       2.08568       2.74506      0.280876E-01  0.123217E-01   4.83074       1.24458       1.23974       1.11352      0.841097      0.391799    
  0.436509E-03   24.5269       2.06030       2.68496       2.03048       2.67181      0.298199E-01  0.131522E-01   4.70229       1.21390       1.20872       1.08459      0.816586      0.378499    
  0.478622E-03   23.7863       2.00761       2.61352       1.97599       2.59950      0.316163E-01  0.140165E-01   4.57549       1.18360       1.17808       1.05601      0.792394      0.365416    
  0.524798E-03   23.0709       1.95673       2.54436       1.92315       2.52939      0.335784E-01  0.149689E-01   4.45254       1.15421       1.14831       1.02825      0.768944      0.352833    
  0.575429E-03   22.3669       1.90667       2.47623       1.87105       2.46026      0.356236E-01  0.159659E-01   4.33131       1.12522       1.11892       1.00087      0.745827      0.340473    
  0.630945E-03   21.6771       1.85765       2.40940       1.81988       2.39238      0.377737E-01  0.170192E-01   4.21225       1.09675       1.09003      0.973948      0.723130      0.328395    
  0.691816E-03   21.0083       1.81019       2.34449       1.77009       2.32632      0.400969E-01  0.181666E-01   4.09641       1.06903       1.06187      0.947719      0.701056      0.316732    
  0.758561E-03   20.3493       1.76346       2.28048       1.72095       2.26112      0.425071E-01  0.193615E-01   3.98207       1.04168       1.03404      0.921814      0.679273      0.305262    
  0.831745E-03   19.7086       1.71811       2.21815       1.67302       2.19750      0.450849E-01  0.206484E-01   3.87052       1.01499       1.00685      0.896506      0.658030      0.294150    
  0.911989E-03   19.0831       1.67393       2.15724       1.62611       2.13521      0.478205E-01  0.220228E-01   3.76132      0.988863      0.980176      0.871702      0.637242      0.283337    
  0.999975E-03   18.4671       1.63047       2.09720       1.57982       2.07375      0.506550E-01  0.234522E-01   3.65356      0.963081      0.953831      0.847207      0.616736      0.272708    
  0.109645E-02   17.8728       1.58871       2.03918       1.53497       2.01415      0.537384E-01  0.250212E-01   3.54912      0.938096      0.928231      0.823422      0.596873      0.262501    
  0.120223E-02   17.2886       1.54775       1.98210       1.49080       1.95544      0.569524E-01  0.266643E-01   3.44624      0.913487      0.902979      0.799970      0.577314      0.252492    
  0.131822E-02   16.7164       1.50776       1.92616       1.44744       1.89777      0.603213E-01  0.283952E-01   3.34521      0.889325      0.878141      0.776913      0.558114      0.242716    
  0.144540E-02   16.1628       1.46928       1.87198       1.40532       1.84170      0.639562E-01  0.302788E-01   3.24702      0.865855      0.853937      0.754463      0.539469      0.233299    
  0.158485E-02   15.6178       1.43150       1.81860       1.36378       1.78636      0.677223E-01  0.322382E-01   3.15014      0.842703      0.830025      0.732291      0.521078      0.224047    
  0.173775E-02   15.0881       1.39501       1.76669       1.32328       1.73235      0.717345E-01  0.343406E-01   3.05563      0.820128      0.806637      0.710623      0.503149      0.215091    
  0.190540E-02   14.5720       1.35967       1.71608       1.28369       1.67950      0.759872E-01  0.365841E-01   2.96318      0.798063      0.783708      0.689394      0.485624      0.206395    
  0.208923E-02   14.0641       1.32503       1.66625       1.24465       1.62734      0.803871E-01  0.389144E-01   2.87198      0.776304      0.761053      0.668429      0.468342      0.197854    
  0.229079E-02   13.5744       1.29199       1.61819       1.20684       1.57673      0.851483E-01  0.414594E-01   2.78358      0.755237      0.739014      0.648056      0.451608      0.189664    
  0.251180E-02   13.0938       1.25976       1.57101       1.16965       1.52689      0.901067E-01  0.441232E-01   2.69655      0.734511      0.717276      0.627972      0.435143      0.181644    
  0.275413E-02   12.6232       1.22843       1.52482       1.13314       1.47790      0.952850E-01  0.469194E-01   2.61104      0.714166      0.695872      0.608210      0.418977      0.173816    
  0.301984E-02   12.1687       1.19858       1.48021       1.09773       1.43026      0.100855      0.499543E-01   2.52799      0.694435      0.675000      0.588963      0.403293      0.166294    
  0.331118E-02   11.7215       1.16942       1.43633       1.06280       1.38322      0.106613      0.531051E-01   2.44603      0.674979      0.654366      0.569946      0.387825      0.158909    
  0.363064E-02   11.2872       1.14147       1.39372       1.02875       1.33725      0.112716      0.564686E-01   2.36600      0.656013      0.634151      0.551335      0.372740      0.151766    
  0.398091E-02   10.8645       1.11466       1.35230      0.995496       1.29225      0.119164      0.600488E-01   2.28774      0.637493      0.614312      0.533090      0.358002      0.144845    
  0.436498E-02   10.4487       1.08852       1.31157      0.962704       1.24781      0.125821      0.637592E-01   2.21051      0.619235      0.594694      0.515059      0.343469      0.138053    
  0.478610E-02   10.0479       1.06391       1.27238      0.930938       1.20460      0.132969      0.677822E-01   2.13554      0.601553      0.575556      0.497497      0.329385      0.131546    
  0.524785E-02   9.65494       1.04009       1.23400      0.899698       1.16202      0.140396      0.719834E-01   2.06172      0.584166      0.556659      0.480173      0.315532      0.125186    
  0.575415E-02   9.27004       1.01712       1.19647      0.869008       1.12009      0.148112      0.763717E-01   1.98910      0.567088      0.538017      0.463097      0.301920      0.118979    
  0.630929E-02   8.89863      0.995596       1.16036      0.839235       1.07925      0.156360      0.811065E-01   1.91849      0.550523      0.519792      0.446433      0.288713      0.113029    
  0.691799E-02   8.53311      0.974720       1.12489      0.809864       1.03889      0.164856      0.860046E-01   1.84875      0.534181      0.501747      0.429948      0.275683      0.107193    
  0.758542E-02   8.17777      0.954976       1.09053      0.781186      0.999337      0.173790      0.911929E-01   1.78052      0.518225      0.484013      0.413771      0.262960      0.101552    
  0.831724E-02   7.83199      0.936332       1.05723      0.753159      0.960549      0.183173      0.966821E-01   1.71371      0.502629      0.466568      0.397883      0.250530      0.960981E-01
  0.911966E-02   7.49118      0.918285       1.02450      0.725475      0.922160      0.192810      0.102343       1.64763      0.487222      0.449273      0.382145      0.238253      0.907417E-01
  0.999950E-02   7.15767      0.901309      0.992731      0.698325      0.884362      0.202983      0.108369       1.58269      0.472118      0.432198      0.366631      0.226208      0.855329E-01
  0.109642E-01   6.83139      0.885092      0.961731      0.671649      0.847140      0.213443      0.114591       1.51879      0.457262      0.415338      0.351333      0.214387      0.804682E-01
  0.120220E-01   6.51639      0.870148      0.931997      0.645727      0.810826      0.224421      0.121171       1.45655      0.442801      0.398815      0.336378      0.202926      0.756323E-01
  0.131819E-01   6.20893      0.856165      0.903193      0.620325      0.775134      0.235840      0.128059       1.39546      0.428610      0.382520      0.321658      0.191715      0.709556E-01
  0.144536E-01   5.90859      0.843112      0.875293      0.595420      0.740042      0.247692      0.135252       1.33546      0.414669      0.366443      0.307165      0.180751      0.664339E-01
  0.158481E-01   5.61459      0.830898      0.848222      0.570959      0.705498      0.259940      0.142724       1.27646      0.400943      0.350565      0.292879      0.170015      0.620540E-01
  0.173770E-01   5.32668      0.819503      0.821967      0.546927      0.671495      0.272576      0.150472       1.21842      0.387420      0.334883      0.278798      0.159507      0.578146E-01
  0.190535E-01   5.04516      0.808975      0.796596      0.523349      0.638083      0.285626      0.158512       1.16143      0.374098      0.319413      0.264942      0.149251      0.537281E-01
  0.208917E-01   4.76964      0.799262      0.772076      0.500201      0.605251      0.299061      0.166825       1.10545      0.360956      0.304152      0.251309      0.139246      0.497902E-01
  0.229073E-01   4.49951      0.790278      0.748341      0.477442      0.572965      0.312836      0.175376       1.05041      0.347963      0.289088      0.237886      0.129479      0.459910E-01
  0.251174E-01   4.23461      0.781989      0.725380      0.455062      0.541236      0.326927      0.184144      0.996298      0.335103      0.274226      0.224679      0.119959      0.423308E-01
  0.275406E-01   3.97534      0.774424      0.703260      0.433090      0.510140      0.341335      0.193120      0.943230      0.322370      0.259595      0.211721      0.110720      0.388248E-01
  0.301976E-01   3.72144      0.767510      0.681939      0.411503      0.479680      0.356007      0.202259      0.891183      0.309738      0.245198      0.199013      0.101765      0.354693E-01
  0.331110E-01   3.47255      0.761162      0.661354      0.390273      0.449844      0.370889      0.211510      0.840117      0.297183      0.231033      0.186554      0.930898E-01  0.322567E-01
  0.363055E-01   3.22875      0.755332      0.641487      0.369397      0.420662      0.385935      0.220825      0.790059      0.284688      0.217114      0.174359      0.847085E-01  0.291892E-01
  0.398081E-01   2.99073      0.750014      0.622394      0.348911      0.392251      0.401103      0.230143      0.741162      0.272238      0.203489      0.162477      0.766722E-01  0.262854E-01
  0.436487E-01   2.75849      0.745118      0.604008      0.328797      0.364622      0.416322      0.239386      0.693419      0.259812      0.190166      0.150915      0.689852E-01  0.235408E-01
  0.478598E-01   2.53203      0.740558      0.586257      0.309036      0.337779      0.431521      0.248478      0.646816      0.247389      0.177152      0.139678      0.616470E-01  0.209494E-01
  0.524772E-01   2.31173      0.736265      0.569099      0.289632      0.311769      0.446633      0.257331      0.601401      0.234956      0.164468      0.128787      0.546760E-01  0.185137E-01
  0.575400E-01   2.09888      0.732183      0.552540      0.270631      0.286745      0.461552      0.265795      0.557376      0.222494      0.152181      0.118310      0.481368E-01  0.162546E-01
  0.630913E-01   1.89374      0.728205      0.536471      0.252016      0.262710      0.476189      0.273760      0.514726      0.209991      0.140297      0.108249      0.420251E-01  0.141641E-01
  0.691782E-01   1.69657      0.724235      0.520782      0.233775      0.239663      0.490460      0.281119      0.473438      0.197439      0.128821      0.986068E-01  0.363360E-01  0.122351E-01
  0.758523E-01   1.50806      0.720177      0.505380      0.215916      0.217646      0.504260      0.287734      0.433563      0.184834      0.117776      0.894026E-01  0.310822E-01  0.104680E-01
  0.831703E-01   1.33015      0.715886      0.490159      0.198499      0.196833      0.517388      0.293326      0.395331      0.172170      0.107239      0.807118E-01  0.263284E-01  0.888144E-02
  0.911943E-01   1.16295      0.711238      0.474950      0.181506      0.177175      0.529732      0.297775      0.358681      0.159460      0.971984E-01  0.725158E-01  0.220461E-01  0.746071E-02
  0.999925E-01   1.00501      0.706110      0.459555      0.164845      0.158505      0.541265      0.301050      0.323350      0.146684      0.875861E-01  0.647447E-01  0.181610E-01  0.617414E-02
  0.109639      0.859417      0.700360      0.443888      0.148673      0.141043      0.551687      0.302845      0.289716      0.133926      0.785028E-01  0.574915E-01  0.147477E-01  0.504879E-02
  0.120217      0.728080      0.693680      0.427679      0.133069      0.124918      0.560611      0.302761      0.257987      0.121228      0.700134E-01  0.508119E-01  0.118412E-01  0.409286E-02
  0.131815      0.609446      0.685902      0.410736      0.117984      0.109944      0.567918      0.300792      0.227928      0.108630      0.620439E-01  0.446261E-01  0.935403E-02  0.327350E-02
  0.144533      0.504223      0.676678      0.392804      0.103494      0.961464E-01  0.573183      0.296658      0.199641      0.962179E-01  0.546154E-01  0.389451E-01  0.727654E-02  0.258591E-02
  0.158477      0.411692      0.665735      0.373729      0.896335E-01  0.834412E-01  0.576102      0.290288      0.173075      0.840756E-01  0.476976E-01  0.337309E-01  0.555794E-02  0.201265E-02
  0.173766      0.332066      0.652563      0.353270      0.765109E-01  0.718389E-01  0.576052      0.281431      0.148350      0.723345E-01  0.413063E-01  0.289864E-01  0.417640E-02  0.154614E-02
  0.190530      0.264103      0.636789      0.331356      0.641779E-01  0.612432E-01  0.572611      0.270113      0.125421      0.611019E-01  0.354063E-01  0.246684E-01  0.307605E-02  0.116852E-02
  0.208912      0.207493      0.617686      0.307830      0.527779E-01  0.516593E-01  0.564908      0.256171      0.104437      0.505500E-01  0.300120E-01  0.207764E-01  0.222791E-02  0.870905E-03
  0.229067      0.160626      0.594792      0.282772      0.423638E-01  0.429941E-01  0.552429      0.239778      0.853579E-01  0.407848E-01  0.250886E-01  0.172684E-01  0.157900E-02  0.637084E-03
  0.251167      0.122807      0.567179      0.256201      0.330921E-01  0.352584E-01  0.534087      0.220943      0.683505E-01  0.319921E-01  0.206539E-01  0.141459E-01  0.109999E-02  0.458581E-03
  0.275399      0.923486E-01  0.534424      0.228408      0.249833E-01  0.283709E-01  0.509441      0.200037      0.533541E-01  0.242356E-01  0.166761E-01  0.113724E-01  0.747687E-03  0.322395E-03
  0.301969      0.684254E-01  0.495603      0.199683      0.181622E-01  0.223530E-01  0.477441      0.177330      0.405153E-01  0.176641E-01  0.131772E-01  0.895405E-02  0.498161E-03  0.221758E-03
  0.331102      0.495827E-01  0.450691      0.170547      0.125713E-01  0.171331E-01  0.438119      0.153414      0.297044E-01  0.122500E-01  0.101261E-01  0.685952E-02  0.321353E-03  0.147430E-03
  0.363046      0.351198E-01  0.399348      0.141619      0.824838E-02  0.127358E-01  0.391099      0.128883      0.209842E-01  0.804716E-02  0.754390E-02  0.509715E-02  0.201228E-03  0.947320E-04
  0.398071      0.239882E-01  0.342582      0.113596      0.502972E-02  0.908516E-02  0.337552      0.104511      0.141149E-01  0.491001E-02  0.539234E-02  0.363517E-02  0.119713E-03  0.576505E-04
  0.436476      0.155988E-01  0.281597      0.872599E-01  0.280594E-02  0.616285E-02  0.278791      0.810970E-01  0.896879E-02  0.273955E-02  0.366478E-02  0.246548E-02  0.663933E-04  0.325829E-04
  0.478586      0.959061E-02  0.218960      0.635685E-01  0.141199E-02  0.393972E-02  0.217548      0.596288E-01  0.535171E-02  0.137774E-02  0.234669E-02  0.157594E-02  0.342527E-04  0.170877E-04
  0.524759      0.542663E-02  0.158188      0.432284E-01  0.618831E-03  0.232766E-02  0.157569      0.409007E-01  0.294649E-02  0.603050E-03  0.138863E-02  0.931035E-03  0.157804E-04  0.800254E-05
  0.575386      0.273805E-02  0.103434      0.268344E-01  0.225866E-03  0.123913E-02  0.103208      0.255953E-01  0.146500E-02  0.219659E-03  0.740308E-03  0.495615E-03  0.620757E-05  0.321142E-05
  0.630897      0.117473E-02  0.587938E-01  0.146892E-01  0.640560E-04  0.571518E-03  0.587298E-01  0.141177E-01  0.635575E-03  0.621136E-04  0.341900E-03  0.228583E-03  0.194240E-05  0.103550E-05
  0.691764      0.396585E-03  0.271693E-01  0.669284E-02  0.125652E-04  0.213903E-03  0.271568E-01  0.647894E-02  0.226468E-03  0.121389E-04  0.128112E-03  0.855503E-04  0.426330E-06  0.240305E-06
  0.758504      0.894995E-04  0.895638E-02  0.226567E-02  0.133320E-05  0.569961E-04  0.895504E-02  0.220868E-02  0.583293E-04  0.128625E-05  0.341699E-04  0.227955E-04  0.469486E-07  0.306561E-07
  0.831682      0.100782E-04  0.160273E-02  0.450112E-03  0.462825E-07  0.829683E-05  0.160269E-02  0.441815E-03  0.834311E-05  0.456458E-07  0.497724E-05  0.331837E-05  0.636638E-09  0.121858E-08
  0.911920      0.208054E-06  0.640005E-04  0.242288E-04  0.486864E-11  0.273776E-06  0.640005E-04  0.239550E-04  0.273781E-06  0.612220E-10  0.164283E-06  0.109503E-06  -.563534E-10  -.940997E-11
  0.999900      0.164066E-13  0.912438E-11  0.138700E-10  -.111800E-16  0.362055E-13  0.912439E-11  0.138338E-10  0.361943E-13  -.561542E-17  0.217254E-13  0.144817E-13  -.556458E-17  -.160213E-17
