   6464.0000             101          13  9.99999975E-05  0.99989998    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.363073E-03   49.8793       4.15491       5.82831       4.11873       5.81173      0.361789E-01  0.165800E-01   9.93046       2.25518       2.24892       2.12694       1.86355       1.43586    
  0.398101E-03   47.8649       4.01490       5.62532       3.97662       5.60770      0.382816E-01  0.176222E-01   9.58432       2.18114       2.17448       2.05454       1.79548       1.37868    
  0.436509E-03   45.9175       3.87907       5.42831       3.83856       5.40958      0.405036E-01  0.187291E-01   9.24814       2.10917       2.10210       1.98416       1.72939       1.32331    
  0.478622E-03   44.0125       3.74587       5.23506       3.70307       5.21518      0.428019E-01  0.198774E-01   8.91825       2.03853       2.03102       1.91507       1.66454       1.26910    
  0.524798E-03   42.2045       3.61877       5.05050       3.57348       5.02936      0.452953E-01  0.211325E-01   8.60284       1.97091       1.96292       1.84892       1.60257       1.21752    
  0.575429E-03   40.4392       3.49438       4.86977       3.44649       4.84733      0.478855E-01  0.224412E-01   8.29383       1.90463       1.89615       1.78408       1.54187       1.16710    
  0.630945E-03   38.7278       3.37340       4.69390       3.32281       4.67008      0.505980E-01  0.238174E-01   7.99289       1.84004       1.83104       1.72088       1.48277       1.11815    
  0.691816E-03   37.0943       3.25743       4.52508       3.20392       4.49978      0.535102E-01  0.253049E-01   7.70369       1.77792       1.76836       1.66008       1.42600       1.07133    
  0.758561E-03   35.4971       3.14378       4.35955       3.08726       4.33271      0.565222E-01  0.268485E-01   7.41997       1.71695       1.70681       1.60039       1.37032       1.02551    
  0.831745E-03   33.9662       3.03444       4.20007       2.97471       4.17157      0.597255E-01  0.284997E-01   7.14628       1.65808       1.64733       1.54274       1.31663      0.981495    
  0.911989E-03   32.4902       2.92868       4.04561       2.86557       4.01536      0.631070E-01  0.302521E-01   6.88093       1.60098       1.58957       1.48679       1.26459      0.938990    
  0.999975E-03   31.0480       2.82514       3.89425       2.75854       3.86218      0.665998E-01  0.320680E-01   6.62072       1.54496       1.53287       1.43189       1.21358      0.897413    
  0.109645E-02   29.6819       2.72664       3.74991       2.65627       3.71586      0.703704E-01  0.340431E-01   6.37213       1.49139       1.47857       1.37936       1.16488      0.857929    
  0.120223E-02   28.3509       2.63049       3.60882       2.55620       3.57272      0.742849E-01  0.361017E-01   6.12893       1.43896       1.42538       1.32792       1.11725      0.819415    
  0.131822E-02   27.0616       2.53714       3.47161       2.45877       3.43335      0.783701E-01  0.382591E-01   5.89212       1.38788       1.37351       1.27779       1.07089      0.782050    
  0.144540E-02   25.8354       2.44806       3.34029       2.36532       3.29970      0.827447E-01  0.405858E-01   5.66502       1.33886       1.32364       1.22963       1.02646      0.746429    
  0.158485E-02   24.6378       2.36095       3.21165       2.27369       3.16866      0.872607E-01  0.429959E-01   5.44235       1.29078       1.27468       1.18238      0.982910      0.711602    
  0.173775E-02   23.4917       2.27738       3.08786       2.18534       3.04230      0.920408E-01  0.455621E-01   5.22764       1.24439       1.22736       1.13674      0.940946      0.678200    
  0.190540E-02   22.3901       2.19690       2.96828       2.09983       2.92000      0.970752E-01  0.482802E-01   5.01982       1.19947       1.18146       1.09250      0.900356      0.646033    
  0.208923E-02   21.3150       2.11829       2.85121       2.01602       2.80012      0.102265      0.510913E-01   4.81615       1.15543       1.13641       1.04911      0.860589      0.614605    
  0.229079E-02   20.2990       2.04384       2.73979       1.93601       2.68566      0.107831      0.541295E-01   4.62167       1.11336       1.09325       1.00759      0.822658      0.584822    
  0.251180E-02   19.3115       1.97145       2.63110       1.85785       2.57381      0.113600      0.572910E-01   4.43166       1.07223       1.05100      0.966973      0.785617      0.555836    
  0.275413E-02   18.3559       1.90134       2.52548       1.78174       2.46489      0.119593      0.605900E-01   4.24663       1.03217       1.00978      0.927371      0.749571      0.527739    
  0.301984E-02   17.4506       1.83489       2.42473       1.70891       2.36060      0.125981      0.641322E-01   4.06951      0.993806      0.970175      0.889373      0.715104      0.501053    
  0.331118E-02   16.5676       1.77009       2.32617       1.63754       2.25838      0.132557      0.677910E-01   3.89591      0.956193      0.931292      0.852090      0.681342      0.474994    
  0.363064E-02   15.7241       1.70821       2.23145       1.56873       2.15979      0.139473      0.716620E-01   3.72852      0.919910      0.893678      0.816066      0.648822      0.450042    
  0.398091E-02   14.9159       1.64898       2.14022       1.50225       2.06447      0.146725      0.757446E-01   3.56673      0.884828      0.857207      0.781177      0.617424      0.426089    
  0.436498E-02   14.1284       1.59131       2.05103       1.43713       1.97108      0.154176      0.799537E-01   3.40821      0.850447      0.821404      0.746953      0.586684      0.402720    
  0.478610E-02   13.3859       1.53708       1.96633       1.37498       1.88187      0.162095      0.844606E-01   3.25685      0.817601      0.787060      0.714179      0.557382      0.380628    
  0.524785E-02   12.6662       1.48462       1.88391       1.31435       1.79478      0.170270      0.891329E-01   3.10913      0.785532      0.753454      0.682141      0.528813      0.359185    
  0.575415E-02   11.9704       1.43401       1.80390       1.25529       1.70992      0.178715      0.939789E-01   2.96522      0.754281      0.720624      0.650876      0.501012      0.338424    
  0.630929E-02   11.3140       1.38651       1.72790       1.19887       1.62876      0.187638      0.991370E-01   2.82763      0.724378      0.689078      0.620891      0.474491      0.318793    
  0.691799E-02   10.6748       1.34037       1.65365       1.14359       1.54921      0.196779      0.104439       2.69281      0.695063      0.658091      0.591466      0.448530      0.299657    
  0.758542E-02   10.0650       1.29660       1.58244       1.09030       1.47245      0.206304      0.109993       2.56275      0.666761      0.628070      0.563007      0.423538      0.281375    
  0.831724E-02   9.48291       1.25508       1.51412       1.03887       1.39832      0.216209      0.115800       2.43718      0.639406      0.598958      0.535459      0.399464      0.263899    
  0.911966E-02   8.91480       1.21472       1.44727      0.988392       1.32552      0.226325      0.121748       2.31391      0.612534      0.570309      0.508375      0.375858      0.246835    
  0.999950E-02   8.36494       1.17606       1.38248      0.939201       1.25450      0.236864      0.127981       2.19370      0.586320      0.542275      0.481910      0.352881      0.230318    
  0.109642E-01   7.83769       1.13916       1.32002      0.891521       1.18565      0.247638      0.134373       2.07717      0.560859      0.514988      0.456195      0.330662      0.214465    
  0.120220E-01   7.34480       1.10499       1.26115      0.846165       1.12011      0.258825      0.141043       1.96628      0.536552      0.488846      0.431632      0.309613      0.199633    
  0.131819E-01   6.87381       1.07266       1.20468      0.802325       1.05674      0.270336      0.147933       1.85907      0.512990      0.463452      0.407825      0.289334      0.185467    
  0.144536E-01   6.42368       1.04209       1.15050      0.759939      0.995474      0.282152      0.155029       1.75541      0.490134      0.438782      0.384748      0.269805      0.171944    
  0.158481E-01   5.99224       1.01310       1.09841      0.718867      0.936110      0.294234      0.162303       1.65498      0.467907      0.414769      0.362339      0.250959      0.159002    
  0.173770E-01   5.57888      0.985636       1.04836      0.679075      0.878621      0.306562      0.169741       1.55770      0.446285      0.391405      0.340586      0.232789      0.146630    
  0.190535E-01   5.18468      0.959781       1.00049      0.640650      0.823158      0.319131      0.177335       1.46381      0.425298      0.368741      0.319545      0.215353      0.134872    
  0.208917E-01   4.80857      0.935432      0.954704      0.603530      0.769650      0.331902      0.185054       1.37318      0.404903      0.346756      0.299194      0.198627      0.123700    
  0.229073E-01   4.44882      0.912429      0.910811      0.567600      0.717951      0.344829      0.192860       1.28555      0.385037      0.325401      0.279483      0.182563      0.113067    
  0.251174E-01   4.10500      0.890712      0.868773      0.532838      0.668053      0.357874      0.200720       1.20089      0.365679      0.304676      0.260414      0.167159      0.102964    
  0.275406E-01   3.77824      0.870340      0.828731      0.499341      0.620137      0.370999      0.208594       1.11948      0.346856      0.284646      0.242053      0.152485      0.934381E-01
  0.301976E-01   3.46754      0.851190      0.790565      0.467044      0.574135      0.384146      0.216430       1.04118      0.328525      0.265293      0.224381      0.138520      0.844614E-01
  0.331110E-01   3.17158      0.833117      0.754113      0.435859      0.529939      0.397259      0.224174      0.965798      0.310635      0.246583      0.207362      0.125224      0.759944E-01
  0.363055E-01   2.89010      0.816050      0.719328      0.405771      0.487558      0.410279      0.231769      0.893330      0.293168      0.228522      0.191005      0.112604      0.680314E-01
  0.398081E-01   2.62440      0.800007      0.686328      0.376888      0.447208      0.423118      0.239120      0.824096      0.276149      0.211195      0.175391      0.100740      0.606212E-01
  0.436487E-01   2.37354      0.784846      0.654962      0.349143      0.408812      0.435703      0.246150      0.757954      0.259538      0.194580      0.160499      0.896050E-01  0.537318E-01
  0.478598E-01   2.13656      0.770428      0.625070      0.322462      0.372279      0.447966      0.252791      0.694741      0.243297      0.178651      0.146300      0.791656E-01  0.473282E-01
  0.524772E-01   1.91333      0.756661      0.596577      0.296838      0.337624      0.459823      0.258953      0.634462      0.227412      0.163418      0.132803      0.694263E-01  0.414038E-01
  0.575400E-01   1.70532      0.743498      0.569539      0.272382      0.305079      0.471116      0.264459      0.577461      0.211910      0.148975      0.120100      0.604717E-01  0.360043E-01
  0.630913E-01   1.51157      0.730776      0.543754      0.249017      0.274532      0.481758      0.269222      0.523549      0.196760      0.135289      0.108153      0.522577E-01  0.310892E-01
  0.691782E-01   1.33129      0.718349      0.519043      0.226681      0.245884      0.491668      0.273159      0.472565      0.181937      0.122330      0.969310E-01  0.447441E-01  0.266228E-01
  0.758523E-01   1.16436      0.706089      0.495278      0.205362      0.219128      0.500726      0.276150      0.424490      0.167438      0.110102      0.864333E-01  0.379239E-01  0.225922E-01
  0.831703E-01   1.01225      0.693837      0.472398      0.185174      0.194472      0.508663      0.277925      0.379647      0.153308      0.986961E-01  0.767446E-01  0.318664E-01  0.190317E-01
  0.911943E-01  0.873729      0.681409      0.450157      0.166028      0.171741      0.515381      0.278417      0.337769      0.139529      0.880513E-01  0.678007E-01  0.264989E-01  0.158886E-01
  0.999925E-01  0.745506      0.668621      0.428215      0.147678      0.150521      0.520943      0.277694      0.298198      0.126009      0.780142E-01  0.594466E-01  0.216684E-01  0.130598E-01
  0.109639      0.631062      0.655330      0.406637      0.130413      0.131205      0.524917      0.275431      0.261618      0.112912      0.687467E-01  0.518336E-01  0.175008E-01  0.106248E-01
  0.120217      0.531146      0.641189      0.385206      0.114329      0.113897      0.526860      0.271309      0.228226      0.100313      0.603035E-01  0.450052E-01  0.140159E-01  0.858879E-02
  0.131815      0.442875      0.625981      0.363642      0.992420E-01  0.982153E-01  0.526739      0.265427      0.197457      0.881762E-01  0.525411E-01  0.388151E-01  0.110658E-01  0.685908E-02
  0.144533      0.366080      0.609347      0.341751      0.852060E-01  0.841369E-01  0.524141      0.257614      0.169343      0.765823E-01  0.454627E-01  0.332563E-01  0.862374E-02  0.541790E-02
  0.158477      0.299499      0.591024      0.319392      0.721879E-01  0.714944E-01  0.518836      0.247897      0.143682      0.655727E-01  0.390089E-01  0.282637E-01  0.661529E-02  0.422184E-02
  0.173766      0.242748      0.570549      0.296418      0.602598E-01  0.602531E-01  0.510289      0.236165      0.120513      0.552547E-01  0.331784E-01  0.238241E-01  0.500512E-02  0.325058E-02
  0.190530      0.194478      0.547641      0.272793      0.493962E-01  0.502487E-01  0.498245      0.222544      0.996449E-01  0.456749E-01  0.279117E-01  0.198730E-01  0.372125E-02  0.246397E-02
  0.208912      0.154162      0.521750      0.248479      0.396826E-01  0.414461E-01  0.482068      0.207033      0.811287E-01  0.369564E-01  0.232076E-01  0.163965E-01  0.272613E-02  0.184202E-02
  0.229067      0.120496      0.492637      0.223584      0.310869E-01  0.336982E-01  0.461550      0.189886      0.647851E-01  0.291295E-01  0.190109E-01  0.133364E-01  0.195741E-02  0.135086E-02
  0.251167      0.929220E-01  0.459756      0.198244      0.236887E-01  0.269798E-01  0.436067      0.171264      0.506685E-01  0.223071E-01  0.153239E-01  0.106825E-01  0.138161E-02  0.973330E-03
  0.275399      0.703100E-01  0.423066      0.172731      0.174244E-01  0.211660E-01  0.405642      0.151565      0.385905E-01  0.164737E-01  0.120974E-01  0.838527E-02  0.950782E-03  0.683380E-03
  0.301969      0.521778E-01  0.382277      0.147399      0.123347E-01  0.162431E-01  0.369942      0.131156      0.285778E-01  0.116953E-01  0.933608E-02  0.643905E-02  0.639440E-03  0.467931E-03
  0.331102      0.376407E-01  0.337824      0.122659      0.829981E-02  0.121030E-01  0.329524      0.110556      0.204028E-01  0.788509E-02  0.699319E-02  0.480131E-02  0.414724E-03  0.308462E-03
  0.363046      0.263408E-01  0.290117      0.990740E-01  0.529072E-02  0.873375E-02  0.284826      0.903402E-01  0.140245E-01  0.503110E-02  0.507063E-02  0.346741E-02  0.259616E-03  0.195711E-03
  0.398071      0.176227E-01  0.240409      0.771011E-01  0.312731E-02  0.603146E-02  0.237282      0.710697E-01  0.915877E-02  0.297385E-02  0.351783E-02  0.239658E-02  0.153462E-03  0.117043E-03
  0.436476      0.110847E-01  0.190128      0.572536E-01  0.168151E-02  0.394189E-02  0.188446      0.533117E-01  0.562340E-02  0.159787E-02  0.230970E-02  0.156777E-02  0.836410E-04  0.644168E-04
  0.478586      0.654830E-02  0.141706      0.402120E-01  0.816552E-03  0.242433E-02  0.140889      0.377877E-01  0.324088E-02  0.774234E-03  0.142639E-02  0.965065E-03  0.423181E-04  0.328797E-04
  0.524759      0.352637E-02  0.976526E-01  0.262501E-01  0.344478E-03  0.137221E-02  0.973081E-01  0.248778E-01  0.171669E-02  0.325440E-03  0.810556E-03  0.546729E-03  0.190377E-04  0.149297E-04
  0.575386      0.167652E-02  0.605404E-01  0.155549E-01  0.120684E-03  0.696070E-03  0.604197E-01  0.148588E-01  0.816755E-03  0.113385E-03  0.412705E-03  0.277574E-03  0.729934E-05  0.579186E-05
  0.630897      0.670124E-03  0.323726E-01  0.806690E-02  0.327547E-04  0.303724E-03  0.323398E-01  0.776318E-02  0.336478E-03  0.305216E-04  0.180705E-03  0.121215E-03  0.223316E-05  0.180340E-05
  0.691764      0.207790E-03  0.139212E-01  0.344502E-02  0.613365E-05  0.106459E-03  0.139151E-01  0.333856E-02  0.112593E-03  0.564644E-05  0.635346E-04  0.425189E-04  0.487213E-06  0.405771E-06
  0.758504      0.417522E-04  0.418116E-02  0.107043E-02  0.611196E-06  0.259968E-04  0.418055E-02  0.104444E-02  0.266080E-04  0.554367E-06  0.155563E-04  0.103898E-04  0.568288E-07  0.507804E-07
  0.831682      0.405775E-05  0.662643E-03  0.189676E-03  0.202033E-07  0.337846E-05  0.662622E-03  0.186298E-03  0.339866E-05  0.181722E-07  0.202528E-05  0.135086E-05  0.203110E-08  0.231982E-08
  0.911920      0.667376E-07  0.218714E-04  0.848304E-05  0.965574E-11  0.929897E-07  0.218713E-04  0.839005E-05  0.929993E-07  0.226262E-10  0.557948E-07  0.371921E-07  -.129705E-10  0.277670E-11
  0.999900      0.375115E-14  0.232010E-11  0.352679E-11  -.352489E-17  0.920513E-14  0.232010E-11  0.351758E-11  0.920160E-14  -.176891E-17  0.552388E-14  0.368200E-14  -.175598E-17  -.748430E-18
